# Title: February 2025 Global Gridded Precipitation
# Units: Millimeters
# Base Period: 1991-2020
# Missing: -9,999.00
Latitude,Longitude,Value,Anomaly,Rank,Mean
-78.75,31.25,0.04,-0.97,15,1.01
-78.75,33.75,0.1,-1.01,19,1.11
-78.75,36.25,0.18,-0.81,20,0.99
-78.75,38.75,0.12,-0.83,21,0.95
-78.75,41.25,0.04,-1.02,14,1.06
-78.75,43.75,0.02,-1.21,7,1.23
-78.75,46.25,0.04,-1.07,10,1.11
-78.75,48.75,0.03,-0.95,12,0.98
-78.75,51.25,0.02,-0.94,9,0.96
-78.75,53.75,0,-0.88,1,0.88
-78.75,56.25,0,-0.89,1,0.89
-78.75,58.75,0,-0.91,1,0.91
-78.75,61.25,0,-1.28,1,1.28
-78.75,63.75,0,-1.29,1,1.29
-78.75,66.25,0.01,-1.98,9,1.99
-78.75,68.75,0.02,-1.96,11,1.98
-78.75,71.25,0.03,-1.66,13,1.69
-78.75,73.75,0.01,-1.61,6,1.62
-78.75,76.25,0.03,-1.44,11,1.47
-78.75,78.75,0.06,-1.51,15,1.57
-78.75,81.25,0.05,-1.71,14,1.76
-78.75,83.75,0.01,-1.87,8,1.88
-78.75,86.25,0.06,-2.35,17,2.41
-78.75,88.75,0.12,-2.43,22,2.55
-78.75,91.25,0.08,-1.93,21,2.01
-78.75,93.75,0.02,-2.04,16,2.06
-78.75,96.25,0.09,-1.33,23,1.42
-78.75,98.75,0.08,-1.18,23,1.26
-78.75,101.25,0.05,-0.61,22,0.66
-78.75,103.75,0,-0.68,1,0.68
-78.75,106.25,0,-0.51,1,0.51
-78.75,108.75,0,-0.43,1,0.43
-78.75,111.25,0,-0.45,1,0.45
-78.75,113.75,0,-0.45,1,0.45
-78.75,116.25,0,-0.4,1,0.4
-78.75,118.75,0,-0.47,1,0.47
-78.75,121.25,0,-0.43,1,0.43
-78.75,123.75,0,-0.45,1,0.45
-78.75,126.25,0,-0.43,1,0.43
-78.75,128.75,0,-0.42,1,0.42
-78.75,131.25,0.01,-0.57,11,0.58
-78.75,133.75,0.01,-0.52,14,0.53
-78.75,136.25,0,-0.69,1,0.69
-78.75,138.75,0,-0.66,1,0.66
-78.75,141.25,0,-0.8,1,0.8
-78.75,143.75,0.01,-0.88,6,0.89
-78.75,146.25,0.02,-1.23,6,1.25
-78.75,148.75,0.06,-1.65,8,1.71
-78.75,151.25,0.22,-2.07,8,2.29
-78.75,153.75,1.04,-2.09,15,3.13
-78.75,156.25,3.43,-2.06,17,5.49
-78.75,158.75,7.9,-0.08,28,7.98
-78.75,161.25,10.16,-1.12,22,11.28
-78.75,163.75,13.19,-0.97,29,14.16
-78.75,166.25,12.76,-4.57,16,17.33
-78.75,168.75,12.98,-3.22,18,16.2
-78.75,171.25,13.8,-3.1,18,16.9
-78.75,173.75,14.06,-2.72,18,16.78
-78.75,176.25,14.01,-4.39,17,18.4
-78.75,178.75,14.36,-4.25,16,18.61
-78.75,181.25,14.46,-5.73,17,20.19
-78.75,183.75,14.58,-7.08,16,21.66
-78.75,186.25,15.68,-8.41,14,24.09
-78.75,188.75,15.49,-9.82,13,25.31
-78.75,191.25,14.85,-12.31,9,27.16
-78.75,193.75,14.79,-13.42,8,28.21
-78.75,196.25,14.59,-12.79,8,27.38
-78.75,198.75,16.88,-10.28,9,27.16
-78.75,201.25,14.52,-7.53,10,22.05
-78.75,203.75,16.76,-5.32,16,22.08
-78.75,206.25,17.64,-4,18,21.64
-78.75,208.75,24.57,-0.81,26,25.38
-78.75,211.25,24.51,-0.2,25,24.71
-78.75,213.75,25.16,1.28,27,23.88
-78.75,216.25,24.89,2.09,26,22.8
-78.75,218.75,25.59,2.33,26,23.26
-78.75,221.25,26.83,4.15,29,22.68
-78.75,223.75,25.92,3.03,28,22.89
-78.75,226.25,23.63,1.42,26,22.21
-78.75,228.75,20.3,-1.83,22,22.13
-78.75,231.25,18.65,-3.23,19,21.88
-78.75,233.75,19.28,-1.72,20,21
-78.75,236.25,20.25,1.13,27,19.12
-78.75,238.75,21.8,3.01,31,18.79
-78.75,241.25,22.89,3.68,31,19.21
-78.75,243.75,24.35,5.26,33,19.09
-78.75,246.25,25.32,6.23,32,19.09
-78.75,248.75,25.34,6.84,32,18.5
-78.75,251.25,24.28,6.63,33,17.65
-78.75,253.75,22.14,5.29,31,16.85
-78.75,256.25,18.06,1.84,23,16.22
-78.75,258.75,15.34,-0.79,21,16.13
-78.75,261.25,13.52,-1.46,21,14.98
-78.75,263.75,13.05,-1.82,20,14.87
-78.75,266.25,13.93,-0.54,21,14.47
-78.75,268.75,15.35,0.63,22,14.72
-78.75,271.25,16.3,1.56,22,14.74
-78.75,273.75,20.41,4.25,31,16.16
-78.75,276.25,31.42,11.71,44,19.71
-78.75,278.75,27.45,9.24,42,18.21
-78.75,281.25,27.26,8.77,40,18.49
-78.75,283.75,24.11,6.58,39,17.53
-78.75,286.25,22.88,5.55,37,17.33
-78.75,288.75,21.46,5.61,35,15.85
-78.75,291.25,22.8,6.67,36,16.13
-78.75,293.75,20.42,6.83,37,13.59
-78.75,296.25,19.96,6.39,33,13.57
-78.75,298.75,19.84,6.8,39,13.04
-78.75,301.25,19.58,6.18,35,13.4
-78.75,303.75,19.48,6.37,35,13.11
-78.75,306.25,20.69,6.36,37,14.33
-78.75,308.75,20.52,5.97,38,14.55
-78.75,311.25,28.37,11.04,42,17.33
-78.75,313.75,19.52,5.18,39,14.34
-78.75,316.25,17.31,2.75,31,14.56
-78.75,318.75,13.49,-0.63,24,14.12
-78.75,321.25,12.15,-2.49,22,14.64
-78.75,323.75,10.6,-4.35,15,14.95
-78.75,326.25,9.17,-5.99,12,15.16
-78.75,328.75,7,-6.06,9,13.06
-78.75,331.25,7.77,-5.59,11,13.36
-78.75,333.75,6.95,-5.3,11,12.25
-78.75,336.25,6.03,-4.38,14,10.41
-78.75,338.75,5.36,-3.96,14,9.32
-78.75,341.25,5.2,-1.48,24,6.68
-78.75,343.75,5.52,-0.76,24,6.28
-78.75,346.25,5.54,0.82,36,4.72
-78.75,348.75,4.89,0.25,35,4.64
-78.75,351.25,3.86,0.55,34,3.31
-78.75,353.75,3.06,0.07,31,2.99
-78.75,356.25,2.67,0.44,32,2.23
-78.75,358.75,2.71,0.69,30,2.02
-76.25,1.25,5.18,1.68,29,3.5
-76.25,3.75,5.73,2.12,31,3.61
-76.25,6.25,6.69,3.68,36,3.01
-76.25,8.75,7.43,4.25,35,3.18
-76.25,11.25,7.07,4.12,37,2.95
-76.25,13.75,5.48,2.35,32,3.13
-76.25,16.25,4.12,1.23,31,2.89
-76.25,18.75,2.8,-0.21,27,3.01
-76.25,21.25,1.32,-1.34,20,2.66
-76.25,23.75,0.84,-1.7,19,2.54
-76.25,26.25,0.55,-1.55,17,2.1
-76.25,28.75,0.26,-1.92,12,2.18
-76.25,31.25,0.26,-1.82,14,2.08
-76.25,33.75,0.26,-1.65,16,1.91
-76.25,36.25,0.35,-1.12,17,1.47
-76.25,38.75,0.13,-1.23,16,1.36
-76.25,41.25,0.04,-1.1,13,1.14
-76.25,43.75,0,-0.97,6,0.97
-76.25,46.25,0,-0.79,1,0.79
-76.25,48.75,0,-0.79,1,0.79
-76.25,51.25,0,-0.79,1,0.79
-76.25,53.75,0,-0.7,1,0.7
-76.25,56.25,0,-0.92,1,0.92
-76.25,58.75,0,-0.98,1,0.98
-76.25,61.25,0.24,-1.12,10,1.36
-76.25,63.75,0.24,-1.22,11,1.46
-76.25,66.25,0.23,-1.68,6,1.91
-76.25,68.75,0.31,-1.73,5,2.04
-76.25,71.25,0.23,-1.93,4,2.16
-76.25,73.75,0.1,-2.13,2,2.23
-76.25,76.25,0.01,-1.91,2,1.92
-76.25,78.75,0.01,-1.78,2,1.79
-76.25,81.25,0.09,-1.3,10,1.39
-76.25,83.75,0.19,-1.22,15,1.41
-76.25,86.25,0.24,-1.35,22,1.59
-76.25,88.75,0.23,-1.78,22,2.01
-76.25,91.25,0.18,-1.79,23,1.97
-76.25,93.75,0.02,-2.33,13,2.35
-76.25,96.25,0.03,-1.73,13,1.76
-76.25,98.75,0.02,-1.66,15,1.68
-76.25,101.25,0.01,-0.85,15,0.86
-76.25,103.75,0,-0.82,1,0.82
-76.25,106.25,0,-0.53,1,0.53
-76.25,108.75,0,-0.42,1,0.42
-76.25,111.25,0,-0.4,1,0.4
-76.25,113.75,0,-0.33,1,0.33
-76.25,116.25,0,-0.31,1,0.31
-76.25,118.75,0,-0.38,1,0.38
-76.25,121.25,0,-0.31,1,0.31
-76.25,123.75,0,-0.36,1,0.36
-76.25,126.25,0,-0.44,10,0.44
-76.25,128.75,0.02,-0.49,12,0.51
-76.25,131.25,0.02,-0.58,9,0.6
-76.25,133.75,0.01,-0.59,5,0.6
-76.25,136.25,0,-0.66,1,0.66
-76.25,138.75,0.02,-0.74,8,0.76
-76.25,141.25,0.05,-0.95,10,1
-76.25,143.75,0.11,-0.99,13,1.1
-76.25,146.25,0.22,-1.3,15,1.52
-76.25,148.75,0.16,-1.64,13,1.8
-76.25,151.25,0.16,-2.11,10,2.27
-76.25,153.75,0.57,-2.02,12,2.59
-76.25,156.25,2.07,-2.17,15,4.24
-76.25,158.75,6.24,-0.34,25,6.58
-76.25,161.25,20.23,3.39,35,16.84
-76.25,163.75,28.96,3.24,34,25.72
-76.25,166.25,28.88,-8.48,26,37.36
-76.25,168.75,31.5,-13.78,26,45.28
-76.25,171.25,40.68,-12.01,28,52.69
-76.25,173.75,44.59,-8.66,31,53.25
-76.25,176.25,42.43,-9.82,28,52.25
-76.25,178.75,37.11,-13,26,50.11
-76.25,181.25,33.69,-15.39,22,49.08
-76.25,183.75,34.87,-12.44,26,47.31
-76.25,186.25,35.01,-12.19,25,47.2
-76.25,188.75,31.48,-17.18,20,48.66
-76.25,191.25,28.91,-21.63,13,50.54
-76.25,193.75,28.01,-22.73,13,50.74
-76.25,196.25,26.71,-22.22,11,48.93
-76.25,198.75,27.01,-18.55,12,45.56
-76.25,201.25,28.3,-11.49,13,39.79
-76.25,203.75,31.97,-4.65,22,36.62
-76.25,206.25,39.59,3.19,31,36.4
-76.25,208.75,44.75,7.85,37,36.9
-76.25,211.25,41.03,3.22,28,37.81
-76.25,213.75,49.33,6.64,31,42.69
-76.25,216.25,43.97,5.44,30,38.53
-76.25,218.75,37.07,-0.56,22,37.63
-76.25,221.25,35.12,-5.23,16,40.35
-76.25,223.75,29.32,-11.05,13,40.37
-76.25,226.25,27.37,-10.23,14,37.6
-76.25,228.75,28.12,-6.76,18,34.88
-76.25,231.25,26.97,-3.11,20,30.08
-76.25,233.75,23.86,-4.09,17,27.95
-76.25,236.25,21.11,-5.29,17,26.4
-76.25,238.75,21.09,-5.11,15,26.2
-76.25,241.25,22.46,-8.47,15,30.93
-76.25,243.75,29.72,-4.1,19,33.82
-76.25,246.25,36.42,-1.35,20,37.77
-76.25,248.75,38.79,2.29,24,36.5
-76.25,251.25,40.81,6.7,34,34.11
-76.25,253.75,39.29,6.75,36,32.54
-76.25,256.25,32.43,1.17,27,31.26
-76.25,258.75,27.35,-3.57,18,30.92
-76.25,261.25,24.86,-5.2,15,30.06
-76.25,263.75,25.22,-4.63,15,29.85
-76.25,266.25,25.02,-4.07,15,29.09
-76.25,268.75,24.35,-4.05,15,28.4
-76.25,271.25,25.31,-1.48,15,26.79
-76.25,273.75,27.6,0.65,17,26.95
-76.25,276.25,29.85,1.37,20,28.48
-76.25,278.75,32.26,2.26,23,30
-76.25,281.25,25.33,-1.52,18,26.85
-76.25,283.75,24.9,-3.51,16,28.41
-76.25,286.25,29.68,-3.54,18,33.22
-76.25,288.75,27.26,-3.35,16,30.61
-76.25,291.25,20.42,-3.08,14,23.5
-76.25,293.75,23.83,0.6,22,23.23
-76.25,296.25,23.27,0.91,24,22.36
-76.25,298.75,25.08,2.99,33,22.09
-76.25,301.25,29.92,7.34,36,22.58
-76.25,303.75,31.98,9.99,37,21.99
-76.25,306.25,28.68,5.85,31,22.83
-76.25,308.75,28.2,5.73,34,22.47
-76.25,311.25,26.46,4.04,33,22.42
-76.25,313.75,23.05,0.91,28,22.14
-76.25,316.25,20.79,0.08,26,20.71
-76.25,318.75,19.84,0.17,28,19.67
-76.25,321.25,18.82,-0.68,27,19.5
-76.25,323.75,18.44,-2.1,28,20.54
-76.25,326.25,21.35,-0.51,34,21.86
-76.25,328.75,21.31,-2.36,32,23.67
-76.25,331.25,19.78,-6.48,24,26.26
-76.25,333.75,15.36,-6.16,15,21.52
-76.25,336.25,17.4,-1.33,25,18.73
-76.25,338.75,18.03,1.35,31,16.68
-76.25,341.25,17.7,3.83,38,13.87
-76.25,343.75,14.95,1.86,31,13.09
-76.25,346.25,11.23,1.44,32,9.79
-76.25,348.75,8.49,-0.99,25,9.48
-76.25,351.25,7.43,-0.09,26,7.52
-76.25,353.75,7.52,-0.15,25,7.67
-76.25,356.25,7.32,2.27,30,5.05
-76.25,358.75,5.94,1.36,28,4.58
-73.75,1.25,10.6,-1.45,19,12.05
-73.75,3.75,9.2,-4.21,18,13.41
-73.75,6.25,8.54,-4.42,22,12.96
-73.75,8.75,11.1,-3.21,22,14.31
-73.75,11.25,11.26,-1.44,21,12.7
-73.75,13.75,10.37,-1.92,23,12.29
-73.75,16.25,10.9,1.29,24,9.61
-73.75,18.75,10.21,1.18,25,9.03
-73.75,21.25,10.45,0.73,26,9.72
-73.75,23.75,10.27,-0.33,23,10.6
-73.75,26.25,8.14,-1.23,20,9.37
-73.75,28.75,6.03,-1.2,17,7.23
-73.75,31.25,5.13,-1.04,16,6.17
-73.75,33.75,4.24,-1.81,13,6.05
-73.75,36.25,3.08,-2.34,16,5.42
-73.75,38.75,1.99,-3.52,12,5.51
-73.75,41.25,1.45,-2.42,14,3.87
-73.75,43.75,1.06,-2.56,15,3.62
-73.75,46.25,0.49,-1.91,13,2.4
-73.75,48.75,0.37,-1.89,12,2.26
-73.75,51.25,0.33,-1.66,12,1.99
-73.75,53.75,0.17,-1.9,7,2.07
-73.75,56.25,0.02,-2.16,3,2.18
-73.75,58.75,0.01,-2.71,3,2.72
-73.75,61.25,0.2,-3.92,3,4.12
-73.75,63.75,0.93,-4.68,8,5.61
-73.75,66.25,4.09,-4.57,13,8.66
-73.75,68.75,5.22,-3.76,15,8.98
-73.75,71.25,2.66,-4.83,10,7.49
-73.75,73.75,1.78,-5.04,5,6.82
-73.75,76.25,1.06,-4.44,4,5.5
-73.75,78.75,0.41,-4.65,4,5.06
-73.75,81.25,0.17,-2.85,4,3.02
-73.75,83.75,0.25,-2.81,9,3.06
-73.75,86.25,0.32,-2.21,17,2.53
-73.75,88.75,0.31,-2.37,18,2.68
-73.75,91.25,0.44,-2.08,22,2.52
-73.75,93.75,0.31,-2.75,22,3.06
-73.75,96.25,0.13,-2.26,14,2.39
-73.75,98.75,0,-2.28,1,2.28
-73.75,101.25,0.01,-1.75,6,1.76
-73.75,103.75,0,-1.43,1,1.43
-73.75,106.25,0,-1.44,1,1.44
-73.75,108.75,0.01,-1.36,5,1.37
-73.75,111.25,0.09,-1.73,12,1.82
-73.75,113.75,0.1,-1.84,11,1.94
-73.75,116.25,0.14,-2.1,9,2.24
-73.75,118.75,0.21,-2.18,11,2.39
-73.75,121.25,0.03,-2.53,7,2.56
-73.75,123.75,0.09,-2.5,6,2.59
-73.75,126.25,0.11,-2.43,11,2.54
-73.75,128.75,0.16,-2.17,13,2.33
-73.75,131.25,0.29,-2.06,13,2.35
-73.75,133.75,0.32,-1.69,14,2.01
-73.75,136.25,0.57,-1.37,17,1.94
-73.75,138.75,0.96,-1,18,1.96
-73.75,141.25,0.99,-1.17,16,2.16
-73.75,143.75,1.02,-1.34,20,2.36
-73.75,146.25,1.37,-1.81,19,3.18
-73.75,148.75,1.64,-1.77,19,3.41
-73.75,151.25,2.34,-1.85,20,4.19
-73.75,153.75,3.62,-1.04,21,4.66
-73.75,156.25,4.93,-2.91,18,7.84
-73.75,158.75,7.11,-2.42,19,9.53
-73.75,161.25,13.86,-4.15,16,18.01
-73.75,163.75,32.67,8.24,40,24.43
-73.75,166.25,43.24,7.43,33,35.81
-73.75,168.75,61.22,12.03,37,49.19
-73.75,171.25,66,5.77,33,60.23
-73.75,173.75,64.4,-2.42,31,66.82
-73.75,176.25,48.89,-16.78,19,65.67
-73.75,178.75,40.05,-21.27,14,61.32
-73.75,181.25,38.54,-17.79,13,56.33
-73.75,183.75,41.21,-11.82,19,53.03
-73.75,186.25,41.42,-9.83,23,51.25
-73.75,188.75,38.63,-11.01,23,49.64
-73.75,191.25,38.13,-10.84,23,48.97
-73.75,193.75,36.84,-12.21,20,49.05
-73.75,196.25,33.68,-15.57,16,49.25
-73.75,198.75,29.4,-20.64,13,50.04
-73.75,201.25,25.62,-25.26,12,50.88
-73.75,203.75,26.89,-22.64,12,49.53
-73.75,206.25,29.19,-18.57,16,47.76
-73.75,208.75,29.94,-17.41,19,47.35
-73.75,211.25,27.92,-19.19,15,47.11
-73.75,213.75,30.38,-16.08,14,46.46
-73.75,216.25,34.87,-11.56,16,46.43
-73.75,218.75,37.97,-8.13,23,46.1
-73.75,221.25,40.41,-6.21,24,46.62
-73.75,223.75,40.44,-5.82,22,46.26
-73.75,226.25,46.68,2.82,34,43.86
-73.75,228.75,55.68,11.26,43,44.42
-73.75,231.25,58.75,15.53,43,43.22
-73.75,233.75,72.96,23.63,44,49.33
-73.75,236.25,68.43,17.24,40,51.19
-73.75,238.75,66.56,13.26,39,53.3
-73.75,241.25,64.66,8.53,39,56.13
-73.75,243.75,62.71,3.63,34,59.08
-73.75,246.25,63.46,1.86,34,61.6
-73.75,248.75,48.41,-1.23,28,49.64
-73.75,251.25,44.38,-1.61,25,45.99
-73.75,253.75,49.46,2.15,27,47.31
-73.75,256.25,55,3.61,30,51.39
-73.75,258.75,45.69,-5.63,16,51.32
-73.75,261.25,27.83,-15.02,9,42.85
-73.75,263.75,24.86,-17.05,7,41.91
-73.75,266.25,23.63,-17.6,5,41.23
-73.75,268.75,22.43,-18.46,3,40.89
-73.75,271.25,22.25,-16.3,4,38.55
-73.75,273.75,23.56,-16.69,6,40.25
-73.75,276.25,26.49,-14.34,8,40.83
-73.75,278.75,27.57,-14.87,10,42.44
-73.75,281.25,26.25,-15.35,9,41.6
-73.75,283.75,25.35,-16.16,8,41.51
-73.75,286.25,23.88,-16.16,7,40.04
-73.75,288.75,16.11,-17.6,4,33.71
-73.75,291.25,11.55,-16.54,3,28.09
-73.75,293.75,16.44,-16.71,4,33.15
-73.75,296.25,23.43,-13.8,8,37.23
-73.75,298.75,33.96,-3.96,13,37.92
-73.75,301.25,33.82,-2.35,19,36.17
-73.75,303.75,27.07,-4.58,13,31.65
-73.75,306.25,24.37,-6.1,9,30.47
-73.75,308.75,20.89,-7.27,7,28.16
-73.75,311.25,16.37,-9.94,6,26.31
-73.75,313.75,15.57,-9.87,6,25.44
-73.75,316.25,16.14,-7.41,7,23.55
-73.75,318.75,18.43,-3.8,11,22.23
-73.75,321.25,19.75,-2.3,19,22.05
-73.75,323.75,18.8,-4.01,18,22.81
-73.75,326.25,17.59,-6.14,15,23.73
-73.75,328.75,15.47,-11.09,11,26.56
-73.75,331.25,15.66,-13.92,14,29.58
-73.75,333.75,18.49,-11.86,20,30.35
-73.75,336.25,24.52,-4,27,28.52
-73.75,338.75,31.18,-0.13,32,31.31
-73.75,341.25,30.49,5.7,37,24.79
-73.75,343.75,31.42,7.43,35,23.99
-73.75,346.25,44.18,15.93,39,28.25
-73.75,348.75,33.85,9.03,37,24.82
-73.75,351.25,21.62,1.56,31,20.06
-73.75,353.75,14.84,-4.64,19,19.48
-73.75,356.25,11.36,-4.65,16,16.01
-73.75,358.75,11.17,-3.7,17,14.87
-71.25,1.25,31.43,10.94,41,20.49
-71.25,3.75,33.51,13.2,43,20.31
-71.25,6.25,64.3,33.78,46,30.52
-71.25,8.75,62.16,30.9,44,31.26
-71.25,11.25,33.58,13.53,43,20.05
-71.25,13.75,62.24,32.06,44,30.18
-71.25,16.25,59.98,32.72,44,27.26
-71.25,18.75,66.69,37.79,44,28.9
-71.25,21.25,73.07,41.41,45,31.66
-71.25,23.75,69.35,35.96,43,33.39
-71.25,26.25,62.1,29.17,42,32.93
-71.25,28.75,52.63,24.74,42,27.89
-71.25,31.25,45.94,21.43,41,24.51
-71.25,33.75,36.09,13.87,41,22.22
-71.25,36.25,25.32,8.35,39,16.97
-71.25,38.75,24.2,8.05,40,16.15
-71.25,41.25,17.14,4.93,38,12.21
-71.25,43.75,11.68,2.35,34,9.33
-71.25,46.25,6.27,-0.26,27,6.53
-71.25,48.75,3.96,-1.64,21,5.6
-71.25,51.25,3.7,-0.99,23,4.69
-71.25,53.75,2.21,-1.85,16,4.06
-71.25,56.25,0.93,-2.91,11,3.84
-71.25,58.75,0.26,-3.94,5,4.2
-71.25,61.25,0.1,-6.89,2,6.99
-71.25,63.75,0.78,-8.19,4,8.97
-71.25,66.25,3.73,-11.24,6,14.97
-71.25,68.75,5.5,-7.96,7,13.46
-71.25,71.25,6.74,-7.71,9,14.45
-71.25,73.75,8.55,-8.82,9,17.37
-71.25,76.25,5.51,-6.44,8,11.95
-71.25,78.75,3.24,-6.45,3,9.69
-71.25,81.25,1.65,-4.23,5,5.88
-71.25,83.75,1.15,-4,5,5.15
-71.25,86.25,1.48,-2.9,11,4.38
-71.25,88.75,1.31,-2.7,12,4.01
-71.25,91.25,1.01,-2.65,11,3.66
-71.25,93.75,0.64,-3.14,11,3.78
-71.25,96.25,0.44,-2.99,6,3.43
-71.25,98.75,0.48,-3.02,6,3.5
-71.25,101.25,0.27,-2.89,6,3.16
-71.25,103.75,0.27,-2.72,6,2.99
-71.25,106.25,0.1,-3.08,4,3.18
-71.25,108.75,0.33,-2.96,6,3.29
-71.25,111.25,1.41,-2.28,13,3.69
-71.25,113.75,1.82,-2.11,14,3.93
-71.25,116.25,2,-2.1,12,4.1
-71.25,118.75,2.04,-2.15,11,4.19
-71.25,121.25,1.47,-2.72,8,4.19
-71.25,123.75,1.31,-2.8,8,4.11
-71.25,126.25,1.16,-2.63,9,3.79
-71.25,128.75,1.56,-2.14,11,3.7
-71.25,131.25,1.59,-1.96,13,3.55
-71.25,133.75,1.35,-2.28,11,3.63
-71.25,136.25,1.68,-1.81,15,3.49
-71.25,138.75,2.23,-1.39,20,3.62
-71.25,141.25,4.31,-0.6,23,4.91
-71.25,143.75,6.78,0.95,31,5.83
-71.25,146.25,11.33,3.33,38,8
-71.25,148.75,13.99,4.93,42,9.06
-71.25,151.25,14.63,4.03,39,10.6
-71.25,153.75,16.17,4.03,39,12.14
-71.25,156.25,19.15,3.54,33,15.61
-71.25,158.75,27.41,8.28,38,19.13
-71.25,161.25,62.81,29.76,46,33.05
-71.25,163.75,42.04,11.93,40,30.11
-71.25,166.25,40.46,-2.28,22,42.74
-71.25,168.75,49.45,-9.62,18,59.07
-71.25,171.25,44.08,-22.04,10,66.12
-71.25,173.75,34.82,-34.99,6,69.81
-71.25,176.25,34.13,-34.5,7,68.63
-71.25,178.75,34.1,-32.42,7,66.52
-71.25,181.25,32.19,-32.27,8,64.46
-71.25,183.75,32.46,-28.98,10,61.44
-71.25,186.25,32.59,-25.83,9,58.42
-71.25,188.75,33.55,-24.22,10,57.77
-71.25,191.25,34.22,-24.09,12,58.31
-71.25,193.75,34.54,-25.25,13,59.79
-71.25,196.25,37.66,-23.72,14,61.38
-71.25,198.75,35.52,-25.63,12,61.15
-71.25,201.25,30.64,-30.68,7,61.32
-71.25,203.75,28.48,-33.56,7,62.04
-71.25,206.25,27.29,-33.22,7,60.51
-71.25,208.75,25.57,-34.11,6,59.68
-71.25,211.25,26.33,-33.12,6,59.45
-71.25,213.75,26.2,-32.37,7,58.57
-71.25,216.25,30.15,-28.4,8,58.55
-71.25,218.75,35.85,-22.15,11,58
-71.25,221.25,41.04,-15.61,21,56.65
-71.25,223.75,44.9,-11.6,25,56.5
-71.25,226.25,43.39,-11.26,22,54.65
-71.25,228.75,34.96,-16.83,15,51.79
-71.25,231.25,33.91,-15.89,15,49.8
-71.25,233.75,36.72,-15.63,16,52.35
-71.25,236.25,38.07,-18.75,16,56.82
-71.25,238.75,39.81,-20.01,18,59.82
-71.25,241.25,38.7,-22.46,14,61.16
-71.25,243.75,36.26,-23.6,11,59.86
-71.25,246.25,31.82,-26.55,7,58.37
-71.25,248.75,33.55,-22.3,7,55.85
-71.25,251.25,35.79,-19.51,9,55.3
-71.25,253.75,39.35,-14.47,11,53.82
-71.25,256.25,44.29,-7.62,21,51.91
-71.25,258.75,46.19,-3.08,23,49.27
-71.25,261.25,40.04,-8.51,13,48.55
-71.25,263.75,35.39,-13.16,9,48.55
-71.25,266.25,28.97,-20.16,4,49.13
-71.25,268.75,33.63,-17.3,7,50.93
-71.25,271.25,39.93,-12.56,11,52.49
-71.25,273.75,41.99,-15.39,12,57.38
-71.25,276.25,44.41,-15.11,14,59.52
-71.25,278.75,43.33,-16.61,13,59.94
-71.25,281.25,42.52,-15.16,13,57.68
-71.25,283.75,44.6,-11.2,14,55.8
-71.25,286.25,46.86,-12.21,15,59.07
-71.25,288.75,26.86,-22.26,6,49.12
-71.25,291.25,21.85,-21.03,4,42.88
-71.25,293.75,29.59,-22.99,3,52.58
-71.25,296.25,26.37,-21.45,2,47.82
-71.25,298.75,39.62,-6.93,13,46.55
-71.25,301.25,42.72,1.21,20,41.51
-71.25,303.75,33.87,-2.37,14,36.24
-71.25,306.25,29.4,-5.23,9,34.63
-71.25,308.75,29.62,-2.06,16,31.68
-71.25,311.25,24.98,-3.97,10,28.95
-71.25,313.75,24.5,-3.32,13,27.82
-71.25,316.25,22.97,-2.72,13,25.69
-71.25,318.75,21.15,-3.3,11,24.45
-71.25,321.25,20.36,-3.77,14,24.13
-71.25,323.75,18.27,-8.37,12,26.64
-71.25,326.25,16.92,-11.12,8,28.04
-71.25,328.75,16.46,-12.38,7,28.84
-71.25,331.25,18.37,-10.99,10,29.36
-71.25,333.75,21.26,-10.31,16,31.57
-71.25,336.25,22,-11.6,16,33.6
-71.25,338.75,25.62,-10.45,22,36.07
-71.25,341.25,33.06,-3.73,30,36.79
-71.25,343.75,32.94,-3.93,28,36.87
-71.25,346.25,32.09,-3.78,27,35.87
-71.25,348.75,42.37,2.89,32,39.48
-71.25,351.25,37.12,3.54,33,33.58
-71.25,353.75,31.55,1.19,34,30.36
-71.25,356.25,31.13,4.18,35,26.95
-71.25,358.75,30.08,5.67,35,24.41
-68.75,1.25,53.67,9.42,38,44.25
-68.75,3.75,55.37,7.64,37,47.73
-68.75,6.25,49.88,1.04,33,48.84
-68.75,8.75,48.74,-1.19,32,49.93
-68.75,11.25,43.63,-5.1,27,48.73
-68.75,13.75,41.73,-4.4,29,46.13
-68.75,16.25,51.28,5.56,33,45.72
-68.75,18.75,64.37,17.28,40,47.09
-68.75,21.25,82.19,34.77,44,47.42
-68.75,23.75,77.82,30.79,42,47.03
-68.75,26.25,72.2,26.36,41,45.84
-68.75,28.75,68.23,23.2,40,45.03
-68.75,31.25,62.15,18.09,41,44.06
-68.75,33.75,76.16,25.64,42,50.52
-68.75,36.25,51.38,8.64,36,42.74
-68.75,38.75,49.14,3.16,35,45.98
-68.75,41.25,45.98,2.48,33,43.5
-68.75,43.75,29.03,-3.89,17,32.92
-68.75,46.25,43.04,2.94,33,40.1
-68.75,48.75,38.82,2.37,32,36.45
-68.75,51.25,25.65,-1.07,29,26.72
-68.75,53.75,17.85,-4.29,15,22.14
-68.75,56.25,17.61,-4.98,13,22.59
-68.75,58.75,17.57,-6.41,13,23.98
-68.75,61.25,16.8,-12.82,8,29.62
-68.75,63.75,12.97,-17.22,7,30.19
